Vertices Edges
16 238 directed
0,2,68
2,0,67
0,3,74
3,0,73
0,4,91
4,0,90
0,5,80
5,0,79
0,6,80
6,0,79
0,7,80
7,0,79
0,8,68
8,0,67
0,9,14
9,0,13
0,10,9
10,0,8
0,11,40
11,0,39
0,12,30
12,0,29
0,13,29
13,0,28
0,14,29
14,0,28
0,15,86
15,0,85
1,2,37
2,1,36
1,3,92
3,1,91
1,4,45
4,1,44
1,5,76
5,1,75
1,6,15
6,1,14
1,7,72
7,1,71
1,8,1
8,1,1
1,9,67
9,1,66
1,10,49
10,1,48
1,11,47
11,1,46
1,12,56
12,1,55
1,13,96
13,1,95
1,14,47
14,1,46
1,15,53
15,1,52
2,3,67
3,2,66
2,4,80
4,2,79
2,5,11
5,2,10
2,6,55
6,2,54
2,7,18
7,2,17
2,8,45
8,2,44
2,9,11
9,2,10
2,10,80
10,2,79
2,11,48
11,2,47
2,12,4
12,2,3
2,13,49
13,2,48
2,14,85
14,2,84
2,15,60
15,2,59
3,4,58
4,3,57
3,5,61
5,3,60
3,6,97
6,3,96
3,7,67
7,3,66
3,8,78
8,3,77
3,9,68
9,3,67
3,10,71
10,3,70
3,11,67
11,3,66
3,12,43
12,3,42
3,13,69
13,3,68
3,14,82
14,3,81
3,15,69
15,3,68
4,5,59
5,4,58
4,6,46
6,4,45
4,7,36
7,4,35
4,8,18
8,4,17
4,9,59
9,4,58
4,10,3
10,4,2
4,11,64
11,4,63
4,12,66
12,4,65
4,13,97
13,4,96
4,14,57
14,4,56
4,15,64
15,4,63
5,6,51
6,5,50
5,7,61
7,5,60
5,8,22
8,5,21
5,9,10
9,5,9
5,10,91
10,5,90
5,11,35
11,5,34
5,12,42
12,5,41
5,13,65
13,5,64
5,14,71
14,5,70
5,15,80
15,5,79
6,7,92
7,6,91
6,8,19
8,6,18
6,9,19
9,6,18
6,10,17
10,6,16
6,11,25
11,6,24
6,12,12
12,6,11
6,13,82
13,6,81
6,14,81
14,6,80
6,15,61
15,6,60
7,8,98
8,7,97
7,9,69
9,7,68
7,10,30
10,7,29
7,11,44
11,7,43
7,12,73
12,7,72
7,13,24
13,7,23
7,14,23
14,7,22
7,15,34
15,7,33
8,9,70
9,8,69
8,10,9
10,8,8
8,11,39
11,8,38
8,12,8
12,8,7
8,13,86
13,8,85
8,14,69
14,8,68
8,15,18
15,8,17
9,10,2
10,9,1
9,11,8
11,9,7
9,12,69
12,9,68
9,13,20
13,9,19
9,14,7
14,9,6
9,15,43
15,9,42
10,11,47
11,10,46
10,12,5
12,10,4
10,13,11
13,10,10
10,14,32
14,10,31
10,15,38
15,10,37
11,12,19
12,11,18
11,13,19
13,11,18
11,14,46
14,11,45
11,15,38
15,11,37
12,13,19
13,12,18
12,14,46
14,12,45
12,15,46
15,12,45
13,14,72
14,13,71
13,15,15
15,13,14
14,15,38
15,14,37
