Vertices Edges
9 70 directed
0,2,42
2,0,41
0,3,58
3,0,57
0,4,99
4,0,98
0,5,92
5,0,91
0,6,3
6,0,2
0,7,50
7,0,49
0,8,42
8,0,41
1,2,41
2,1,40
1,3,35
3,1,34
1,4,22
4,1,21
1,5,79
5,1,78
1,6,75
6,1,74
1,7,26
7,1,25
1,8,18
8,1,17
2,3,35
3,2,34
2,4,92
4,2,91
2,5,69
5,2,68
2,6,52
6,2,51
2,7,82
7,2,81
2,8,87
8,2,86
3,4,24
4,3,23
3,5,68
5,3,67
3,6,68
6,3,67
3,7,70
7,3,69
3,8,89
8,3,88
4,5,52
5,4,51
4,6,5
6,4,4
4,7,16
7,4,15
4,8,28
8,4,27
5,6,26
6,5,25
5,7,6
7,5,5
5,8,39
8,5,38
6,7,29
7,6,28
6,8,79
8,6,78
7,8,43
8,7,42
