Vertices Edges
100 1010 directed
0,31,66
31,0,65
0,32,89
32,0,88
0,40,79
40,0,78
0,62,86
62,0,85
1,20,81
20,1,80
1,21,87
21,1,86
1,31,8
31,1,7
1,50,35
50,1,34
1,55,18
55,1,17
1,64,65
64,1,64
1,69,96
69,1,95
1,71,46
71,1,45
1,72,54
72,1,53
1,89,30
89,1,29
1,93,69
93,1,68
2,10,5
10,2,4
2,11,26
11,2,25
2,16,87
16,2,86
2,41,38
41,2,37
2,55,32
55,2,31
2,65,92
65,2,91
2,72,91
72,2,90
3,6,74
6,3,73
3,24,7
24,3,6
3,27,39
27,3,38
3,31,86
31,3,85
3,39,95
39,3,94
3,41,38
41,3,37
3,59,76
59,3,75
3,82,55
82,3,54
3,85,91
85,3,90
3,86,89
86,3,88
3,87,98
87,3,97
4,20,99
20,4,98
4,26,7
26,4,6
4,45,32
45,4,31
4,50,26
50,4,25
4,53,69
53,4,68
4,57,35
57,4,34
4,58,32
58,4,31
4,70,63
70,4,62
4,71,80
71,4,79
4,81,76
81,4,75
4,92,86
92,4,85
5,20,40
20,5,39
5,21,52
21,5,51
5,51,40
51,5,39
5,53,80
53,5,79
5,58,2
58,5,1
5,70,61
70,5,60
5,83,55
83,5,54
5,89,34
89,5,33
6,7,85
7,6,84
6,13,56
13,6,55
6,17,91
17,6,90
6,19,39
19,6,38
6,23,12
23,6,11
6,31,19
31,6,18
6,33,16
33,6,15
6,35,39
35,6,38
6,42,82
42,6,81
6,51,73
51,6,72
6,70,51
70,6,50
6,87,73
87,6,72
6,97,83
97,6,82
7,9,1
9,7,1
7,15,25
15,7,24
7,24,51
24,7,50
7,25,93
25,7,92
7,45,11
45,7,10
7,60,37
60,7,36
7,74,83
74,7,82
7,76,94
76,7,93
7,82,93
82,7,92
7,90,76
90,7,75
7,95,63
95,7,62
8,22,29
22,8,28
8,46,49
46,8,48
8,47,98
47,8,97
8,55,58
55,8,57
8,71,57
71,8,56
9,12,1
12,9,1
9,26,96
26,9,95
9,65,71
65,9,70
9,69,83
69,9,82
10,19,16
19,10,15
10,22,79
22,10,78
10,24,89
24,10,88
10,25,35
25,10,34
10,29,64
29,10,63
10,36,58
36,10,57
10,42,34
42,10,33
10,44,52
44,10,51
10,55,58
55,10,57
10,70,79
70,10,78
10,84,75
84,10,74
10,91,80
91,10,79
10,95,8
95,10,7
11,44,57
44,11,56
11,48,31
48,11,30
11,49,36
49,11,35
11,58,76
58,11,75
11,65,6
65,11,5
11,70,11
70,11,10
11,72,23
72,11,22
12,16,22
16,12,21
12,37,91
37,12,90
12,38,40
38,12,39
12,41,68
41,12,67
12,46,43
46,12,42
12,60,12
60,12,11
12,66,56
66,12,55
12,74,61
74,12,60
12,75,58
75,12,57
12,81,64
81,12,63
12,83,38
83,12,37
12,88,73
88,12,72
13,14,31
14,13,30
13,19,87
19,13,86
13,32,24
32,13,23
13,42,20
42,13,19
13,64,6
64,13,5
13,67,10
67,13,9
13,79,32
79,13,31
14,20,66
20,14,65
14,42,93
42,14,92
14,50,64
50,14,63
14,55,14
55,14,13
14,62,18
62,14,17
14,72,48
72,14,47
14,88,36
88,14,35
15,20,20
20,15,19
15,47,39
47,15,38
15,62,4
62,15,3
15,65,54
65,15,53
15,72,82
72,15,81
15,86,37
86,15,36
15,99,26
99,15,25
16,27,25
27,16,24
16,45,11
45,16,10
16,51,48
51,16,47
16,54,68
54,16,67
16,58,18
58,16,17
16,60,65
60,16,64
16,61,90
61,16,89
16,68,2
68,16,1
16,69,64
69,16,63
16,70,25
70,16,24
16,80,71
80,16,70
16,85,75
85,16,74
16,87,93
87,16,92
16,90,80
90,16,79
16,96,84
96,16,83
16,99,24
99,16,23
17,21,67
21,17,66
17,28,97
28,17,96
17,31,7
31,17,6
17,36,21
36,17,20
17,47,26
47,17,25
17,48,49
48,17,48
17,51,26
51,17,25
17,52,66
52,17,65
17,64,11
64,17,10
17,71,77
71,17,76
17,75,40
75,17,39
17,80,58
80,17,57
17,90,65
90,17,64
18,21,58
21,18,57
18,25,35
25,18,34
18,41,91
41,18,90
18,50,30
50,18,29
18,59,74
59,18,73
18,65,34
65,18,33
18,69,85
69,18,84
18,70,84
70,18,83
18,82,97
82,18,96
18,90,71
90,18,70
18,92,20
92,18,19
19,29,41
29,19,40
19,49,71
49,19,70
19,60,88
60,19,87
19,83,7
83,19,6
19,90,28
90,19,27
19,95,86
95,19,85
20,47,60
47,20,59
20,54,46
54,20,45
20,64,68
64,20,67
20,77,2
77,20,1
20,78,31
78,20,30
20,80,22
80,20,21
20,91,54
91,20,53
20,93,94
93,20,93
21,23,59
23,21,58
21,34,44
34,21,43
21,36,71
36,21,70
21,47,35
47,21,34
21,58,53
58,21,52
21,86,35
86,21,34
21,89,43
89,21,42
22,44,15
44,22,14
22,54,65
54,22,64
22,60,92
60,22,91
22,61,62
61,22,61
22,76,17
76,22,16
22,93,55
93,22,54
23,27,67
27,23,66
23,32,12
32,23,11
23,54,79
54,23,78
23,58,23
58,23,22
23,75,11
75,23,10
23,78,69
78,23,68
23,85,54
85,23,53
24,38,72
38,24,71
24,39,41
39,24,40
24,40,74
40,24,73
24,45,21
45,24,20
24,50,51
50,24,50
24,61,99
61,24,98
24,72,90
72,24,89
24,81,92
81,24,91
24,83,64
83,24,63
24,89,79
89,24,78
25,28,66
28,25,65
25,39,53
39,25,52
25,64,45
64,25,44
25,74,29
74,25,28
25,76,2
76,25,1
25,83,96
83,25,95
25,95,72
95,25,71
26,50,5
50,26,4
26,51,57
51,26,56
26,53,23
53,26,22
26,96,42
96,26,41
27,28,41
28,27,40
27,32,81
32,27,80
27,74,43
74,27,42
27,76,15
76,27,14
27,80,48
80,27,47
27,88,67
88,27,66
27,93,69
93,27,68
28,54,2
54,28,1
28,57,57
57,28,56
28,58,19
58,28,18
28,64,79
64,28,78
28,75,26
75,28,25
28,84,94
84,28,93
28,88,68
88,28,67
28,89,90
89,28,89
29,34,64
34,29,63
29,61,24
61,29,23
29,64,53
64,29,52
29,72,26
72,29,25
29,86,9
86,29,8
29,90,91
90,29,90
29,92,75
92,29,74
30,45,79
45,30,78
30,46,91
46,30,90
30,51,11
51,30,10
30,52,81
52,30,80
30,74,70
74,30,69
31,43,83
43,31,82
31,85,73
85,31,72
31,98,83
98,31,82
32,42,13
42,32,12
32,56,9
56,32,8
32,57,32
57,32,31
32,69,27
69,32,26
32,71,35
71,32,34
32,75,55
75,32,54
32,76,56
76,32,55
32,97,45
97,32,44
33,62,61
62,33,60
33,82,6
82,33,5
34,36,98
36,34,97
34,44,21
44,34,20
34,54,46
54,34,45
34,58,71
58,34,70
34,75,63
75,34,62
34,79,23
79,34,22
34,95,51
95,34,50
34,99,2
99,34,1
35,58,47
58,35,46
35,70,8
70,35,7
35,72,31
72,35,30
35,77,47
77,35,46
35,83,51
83,35,50
35,89,8
89,35,7
35,90,24
90,35,23
35,95,54
95,35,53
36,40,83
40,36,82
36,53,6
53,36,5
36,65,65
65,36,64
36,66,44
66,36,43
36,71,76
71,36,75
36,72,34
72,36,33
36,73,75
73,36,74
36,86,74
86,36,73
36,87,97
87,36,96
37,46,41
46,37,40
37,47,75
47,37,74
37,48,7
48,37,6
37,59,59
59,37,58
37,65,87
65,37,86
37,68,17
68,37,16
37,87,72
87,37,71
37,92,68
92,37,67
37,96,73
96,37,72
38,44,21
44,38,20
38,47,17
47,38,16
38,69,96
69,38,95
38,70,79
70,38,78
38,88,97
88,38,96
39,60,61
60,39,60
39,85,33
85,39,32
39,91,8
91,39,7
39,99,43
99,39,42
40,48,22
48,40,21
40,50,86
50,40,85
40,62,33
62,40,32
40,72,56
72,40,55
40,74,76
74,40,75
40,75,90
75,40,89
40,84,28
84,40,27
40,97,49
97,40,48
41,44,55
44,41,54
41,67,64
67,41,63
41,82,96
82,41,95
41,89,37
89,41,36
42,54,19
54,42,18
42,57,84
57,42,83
42,65,24
65,42,23
42,72,86
72,42,85
42,89,27
89,42,26
42,93,60
93,42,59
43,51,85
51,43,84
43,53,9
53,43,8
43,60,83
60,43,82
43,70,61
70,43,60
43,89,42
89,43,41
43,90,22
90,43,21
43,94,38
94,43,37
44,49,54
49,44,53
44,68,86
68,44,85
44,71,87
71,44,86
44,83,25
83,44,24
44,93,65
93,44,64
44,99,6
99,44,5
45,50,12
50,45,11
45,54,93
54,45,92
45,63,91
63,45,90
45,85,9
85,45,8
46,50,91
50,46,90
46,52,13
52,46,12
46,55,96
55,46,95
46,75,45
75,46,44
46,82,52
82,46,51
47,49,56
49,47,55
47,66,70
66,47,69
47,73,39
73,47,38
47,94,98
94,47,97
47,98,28
98,47,27
48,75,45
75,48,44
48,88,7
88,48,6
48,93,28
93,48,27
49,54,99
54,49,98
49,55,52
55,49,51
49,67,14
67,49,13
49,76,5
76,49,4
49,79,42
79,49,41
50,53,12
53,50,11
50,77,30
77,50,29
50,78,40
78,50,39
50,84,77
84,50,76
51,63,74
63,51,73
51,73,45
73,51,44
51,74,71
74,51,70
51,75,48
75,51,47
51,76,13
76,51,12
51,83,35
83,51,34
51,89,19
89,51,18
52,54,29
54,52,28
52,70,77
70,52,76
52,73,60
73,52,59
52,76,36
76,52,35
52,82,63
82,52,62
52,86,61
86,52,60
52,89,32
89,52,31
52,97,94
97,52,93
53,66,66
66,53,65
53,73,86
73,53,85
53,99,47
99,53,46
54,61,46
61,54,45
54,63,45
63,54,44
54,64,10
64,54,9
54,69,21
69,54,20
54,73,83
73,54,82
54,86,5
86,54,4
54,92,84
92,54,83
55,56,72
56,55,71
55,66,45
66,55,44
55,69,21
69,55,20
56,57,4
57,56,3
56,60,84
60,56,83
56,82,68
82,56,67
56,86,84
86,56,83
56,95,62
95,56,61
57,66,74
66,57,73
57,78,94
78,57,93
57,80,39
80,57,38
58,62,80
62,58,79
58,78,73
78,58,72
59,80,33
80,59,32
59,84,15
84,59,14
59,93,48
93,59,47
60,65,11
65,60,10
60,77,48
77,60,47
60,78,79
78,60,78
60,87,63
87,60,62
60,95,32
95,60,31
61,62,61
62,61,60
61,63,51
63,61,50
61,67,53
67,61,52
61,90,26
90,61,25
61,91,66
91,61,65
61,99,14
99,61,13
62,68,60
68,62,59
62,84,61
84,62,60
62,95,99
95,62,98
62,99,33
99,62,32
63,73,91
73,63,90
63,85,32
85,63,31
63,86,94
