Vertices Edges
23 504 directed
0,2,56
2,0,55
0,3,52
3,0,51
0,4,79
4,0,78
0,5,73
5,0,72
0,6,10
6,0,9
0,7,79
7,0,78
0,8,42
8,0,41
0,9,89
9,0,88
0,10,72
10,0,71
0,11,21
11,0,20
0,12,46
12,0,45
0,13,51
13,0,50
0,14,4
14,0,3
0,15,32
15,0,31
0,16,30
16,0,29
0,17,38
17,0,37
0,18,35
18,0,34
0,19,99
19,0,98
0,20,67
20,0,66
0,21,80
21,0,79
0,22,54
22,0,53
1,2,46
2,1,45
1,3,47
3,1,46
1,4,32
4,1,31
1,5,74
5,1,73
1,6,96
6,1,95
1,7,82
7,1,81
1,8,93
8,1,92
1,9,30
9,1,29
1,10,24
10,1,23
1,11,21
11,1,20
1,12,53
12,1,52
1,13,20
13,1,19
1,14,39
14,1,38
1,15,42
15,1,41
1,16,55
16,1,54
1,17,72
17,1,71
1,18,99
18,1,98
1,19,20
19,1,19
1,20,40
20,1,39
1,21,48
21,1,47
1,22,62
22,1,61
2,3,65
3,2,64
2,4,10
4,2,9
2,5,8
5,2,7
2,6,3
6,2,2
2,7,84
7,2,83
2,8,29
8,2,28
2,9,92
9,2,91
2,10,34
10,2,33
2,11,36
11,2,35
2,12,25
12,2,24
2,13,11
13,2,10
2,14,64
14,2,63
2,15,79
15,2,78
2,16,3
16,2,2
2,17,7
17,2,6
2,18,75
18,2,74
2,19,17
19,2,16
2,20,53
20,2,52
2,21,19
21,2,18
2,22,4
22,2,3
3,4,46
4,3,45
3,5,17
5,3,16
3,6,46
6,3,45
3,7,36
7,3,35
3,8,41
8,3,40
3,9,89
9,3,88
3,10,83
10,3,82
3,11,33
11,3,32
3,12,82
12,3,81
3,13,48
13,3,47
3,14,98
14,3,97
3,15,47
15,3,46
3,16,23
16,3,22
3,17,50
17,3,49
3,18,40
18,3,39
3,19,7
19,3,6
3,20,33
20,3,32
3,21,56
21,3,55
3,22,41
22,3,40
4,5,56
5,4,55
4,6,74
6,4,73
4,7,75
7,4,74
4,8,93
8,4,92
4,9,5
9,4,4
4,10,73
10,4,72
4,11,75
11,4,74
4,12,54
12,4,53
4,13,16
13,4,15
4,14,57
14,4,56
4,15,55
15,4,54
4,16,78
16,4,77
4,17,6
17,4,5
4,18,19
18,4,18
4,19,11
19,4,10
4,20,44
20,4,43
4,21,8
21,4,7
4,22,68
22,4,67
5,6,20
6,5,19
5,7,3
7,5,2
5,8,78
8,5,77
5,9,70
9,5,69
5,10,69
10,5,68
5,11,12
11,5,11
5,12,9
12,5,8
5,13,20
13,5,19
5,14,31
14,5,30
5,15,24
15,5,23
5,16,38
16,5,37
5,17,81
17,5,80
5,18,40
18,5,39
5,19,52
19,5,51
5,20,94
20,5,93
5,21,20
21,5,19
5,22,84
22,5,83
6,7,74
7,6,73
6,8,88
8,6,87
6,9,57
9,6,56
6,10,44
10,6,43
6,11,6
11,6,5
6,12,58
12,6,57
6,13,14
13,6,13
6,14,52
14,6,51
6,15,85
15,6,84
6,16,16
16,6,15
6,17,78
17,6,77
6,18,33
18,6,32
6,19,55
19,6,54
6,20,5
20,6,4
6,21,5
21,6,4
6,22,37
22,6,36
7,8,20
8,7,19
7,9,46
9,7,45
7,10,48
10,7,47
7,11,67
11,7,66
7,12,70
12,7,69
7,13,44
13,7,43
7,14,52
14,7,51
7,15,99
15,7,98
7,16,58
16,7,57
7,17,41
17,7,40
7,18,61
18,7,60
7,19,76
19,7,75
7,20,33
20,7,32
7,21,87
21,7,86
7,22,76
22,7,75
8,9,98
9,8,97
8,10,9
10,8,8
8,11,81
11,8,80
8,12,93
12,8,92
8,13,62
13,8,61
8,14,26
14,8,25
8,15,54
15,8,53
8,16,91
16,8,90
8,17,13
17,8,12
8,18,80
18,8,79
8,19,91
19,8,90
8,20,62
20,8,61
8,21,16
21,8,15
8,22,71
22,8,70
9,10,49
10,9,48
9,11,76
11,9,75
9,12,5
12,9,4
9,13,47
13,9,46
9,14,33
14,9,32
9,15,3
15,9,2
9,16,36
16,9,35
9,17,24
17,9,23
9,18,23
18,9,22
9,19,8
19,9,7
9,20,19
20,9,18
9,21,25
21,9,24
9,22,65
22,9,64
10,11,18
11,10,17
10,12,55
12,10,54
10,13,32
13,10,31
10,14,18
14,10,17
10,15,18
15,10,17
10,16,83
16,10,82
10,17,40
17,10,39
10,18,69
18,10,68
10,19,16
19,10,15
10,20,80
20,10,79
10,21,34
21,10,33
10,22,82
22,10,81
11,12,32
12,11,31
11,13,48
13,11,47
11,14,25
14,11,24
11,15,12
15,11,11
11,16,49
16,11,48
11,17,39
17,11,38
11,18,5
18,11,4
11,19,82
19,11,81
11,20,79
20,11,78
11,21,29
21,11,28
11,22,51
22,11,50
12,13,97
13,12,96
12,14,23
14,12,22
12,15,29
15,12,28
12,16,87
16,12,86
12,17,90
17,12,89
12,18,46
18,12,45
12,19,50
19,12,49
12,20,87
20,12,86
12,21,13
21,12,12
12,22,42
22,12,41
13,14,13
14,13,12
13,15,83
15,13,82
13,16,34
16,13,33
13,17,51
17,13,50
13,18,95
18,13,94
13,19,42
19,13,41
13,20,23
20,13,22
13,21,96
21,13,95
13,22,62
22,13,61
14,15,90
15,14,89
14,16,6
16,14,5
14,17,77
17,14,76
14,18,45
18,14,44
14,19,96
19,14,95
14,20,87
20,14,86
14,21,89
21,14,88
14,22,38
22,14,37
15,16,60
16,15,59
15,17,10
17,15,9
15,18,54
18,15,53
15,19,72
19,15,71
15,20,64
20,15,63
15,21,92
21,15,91
15,22,39
22,15,38
16,17,61
17,16,60
16,18,70
18,16,69
16,19,42
19,16,41
16,20,73
20,16,72
16,21,80
21,16,79
16,22,80
22,16,79
17,18,42
18,17,41
17,19,70
19,17,69
17,20,83
20,17,82
17,21,84
21,17,83
17,22,69
22,17,68
18,19,55
19,18,54
18,20,71
20,18,70
18,21,6
21,18,5
18,22,49
22,18,48
19,20,64
20,19,63
19,21,88
21,19,87
19,22,72
22,19,71
20,21,60
21,20,59
20,22,84
22,20,83
21,22,49
22,21,48
