Vertices Edges
24 550 directed
0,2,77
2,0,76
0,3,9
3,0,8
0,4,37
4,0,36
0,5,14
5,0,13
0,6,82
6,0,81
0,7,37
7,0,36
0,8,70
8,0,69
0,9,10
9,0,9
0,10,93
10,0,92
0,11,53
11,0,52
0,12,29
12,0,28
0,13,77
13,0,76
0,14,18
14,0,17
0,15,47
15,0,46
0,16,82
16,0,81
0,17,5
17,0,4
0,18,40
18,0,39
0,19,49
19,0,48
0,20,31
20,0,30
0,21,67
21,0,66
0,22,68
22,0,67
0,23,99
23,0,98
1,2,43
2,1,42
1,3,75
3,1,74
1,4,29
4,1,28
1,5,27
5,1,26
1,6,26
6,1,25
1,7,27
7,1,26
1,8,42
8,1,41
1,9,1
9,1,1
1,10,84
10,1,83
1,11,12
11,1,11
1,12,59
12,1,58
1,13,83
13,1,82
1,14,44
14,1,43
1,15,72
15,1,71
1,16,60
16,1,59
1,17,24
17,1,23
1,18,36
18,1,35
1,19,87
19,1,86
1,20,42
20,1,41
1,21,6
21,1,5
1,22,94
22,1,93
1,23,78
23,1,77
2,3,38
3,2,37
2,4,8
4,2,7
2,5,25
5,2,24
2,6,1
6,2,1
2,7,6
7,2,5
2,8,8
8,2,7
2,9,70
9,2,69
2,10,46
10,2,45
2,11,62
11,2,61
2,12,55
12,2,54
2,13,59
13,2,58
2,14,63
14,2,62
2,15,26
15,2,25
2,16,5
16,2,4
2,17,62
17,2,61
2,18,87
18,2,86
2,19,90
19,2,89
2,20,44
20,2,43
2,21,80
21,2,79
2,22,14
22,2,13
2,23,81
23,2,80
3,4,17
4,3,16
3,5,2
5,3,1
3,6,71
6,3,70
3,7,86
7,3,85
3,8,86
8,3,85
3,9,10
9,3,9
3,10,42
10,3,41
3,11,20
11,3,19
3,12,90
12,3,89
3,13,20
13,3,19
3,14,16
14,3,15
3,15,25
15,3,24
3,16,32
16,3,31
3,17,96
17,3,95
3,18,83
18,3,82
3,19,67
19,3,66
3,20,12
20,3,11
3,21,63
21,3,62
3,22,73
22,3,72
3,23,47
23,3,46
4,5,14
5,4,13
4,6,78
6,4,77
4,7,7
7,4,6
4,8,97
8,4,96
4,9,32
9,4,31
4,10,31
10,4,30
4,11,93
11,4,92
4,12,67
12,4,66
4,13,8
13,4,7
4,14,39
14,4,38
4,15,84
15,4,83
4,16,48
16,4,47
4,17,41
17,4,40
4,18,27
18,4,26
4,19,6
19,4,5
4,20,94
20,4,93
4,21,72
21,4,71
4,22,19
22,4,18
4,23,90
23,4,89
5,6,78
6,5,77
5,7,94
7,5,93
5,8,7
8,5,6
5,9,2
9,5,1
5,10,75
10,5,74
5,11,89
11,5,88
5,12,26
12,5,25
5,13,19
13,5,18
5,14,54
14,5,53
5,15,75
15,5,74
5,16,41
16,5,40
5,17,44
17,5,43
5,18,20
18,5,19
5,19,97
19,5,96
5,20,14
20,5,13
5,21,73
21,5,72
5,22,63
22,5,62
5,23,16
23,5,15
6,7,49
7,6,48
6,8,46
8,6,45
6,9,96
9,6,95
6,10,16
10,6,15
6,11,18
11,6,17
6,12,57
12,6,56
6,13,29
13,6,28
6,14,86
14,6,85
6,15,72
15,6,71
6,16,88
16,6,87
6,17,23
17,6,22
6,18,47
18,6,46
6,19,73
19,6,72
6,20,77
20,6,76
6,21,47
21,6,46
6,22,1
22,6,1
6,23,21
23,6,20
7,8,93
8,7,92
7,9,93
9,7,92
7,10,38
10,7,37
7,11,53
11,7,52
7,12,32
12,7,31
7,13,70
13,7,69
7,14,29
14,7,28
7,15,21
15,7,20
7,16,78
16,7,77
7,17,16
17,7,15
7,18,5
18,7,4
7,19,86
19,7,85
7,20,37
20,7,36
