Vertices Edges
10 88 directed
0,2,33
2,0,32
0,3,75
3,0,74
0,4,47
4,0,46
0,5,57
5,0,56
0,6,70
6,0,69
0,7,97
7,0,96
0,8,65
8,0,64
0,9,87
9,0,86
1,2,1
2,1,1
1,3,36
3,1,35
1,4,64
4,1,63
1,5,29
5,1,28
1,6,69
6,1,68
1,7,5
7,1,4
1,8,67
8,1,66
1,9,32
9,1,31
2,3,60
3,2,59
2,4,96
4,2,95
2,5,29
5,2,28
2,6,60
6,2,59
2,7,6
7,2,5
2,8,26
8,2,25
2,9,94
9,2,93
3,4,33
4,3,32
3,5,91
5,3,90
3,6,89
6,3,88
3,7,30
7,3,29
3,8,71
8,3,70
3,9,62
9,3,61
4,5,8
5,4,7
4,6,83
6,4,82
4,7,7
7,4,6
4,8,93
8,4,92
4,9,60
9,4,59
5,6,58
6,5,57
5,7,83
7,5,82
5,8,34
8,5,33
5,9,73
9,5,72
6,7,43
7,6,42
6,8,5
8,6,4
6,9,54
9,6,53
7,8,31
8,7,30
7,9,81
9,7,80
8,9,48
9,8,47
