Vertices Edges
13 154 directed
0,2,44
2,0,43
0,3,88
3,0,87
0,4,74
4,0,73
0,5,96
5,0,95
0,6,30
6,0,29
0,7,39
7,0,38
0,8,62
8,0,61
0,9,90
9,0,89
0,10,22
10,0,21
0,11,99
11,0,98
0,12,69
12,0,68
1,2,29
2,1,28
1,3,76
3,1,75
1,4,83
4,1,82
1,5,36
5,1,35
1,6,40
6,1,39
1,7,65
7,1,64
1,8,97
8,1,96
1,9,23
9,1,22
1,10,16
10,1,15
1,11,62
11,1,61
1,12,11
12,1,10
2,3,10
3,2,9
2,4,88
4,2,87
2,5,78
5,2,77
2,6,2
6,2,1
2,7,83
7,2,82
2,8,20
8,2,19
2,9,3
9,2,2
2,10,99
10,2,98
2,11,78
11,2,77
2,12,12
12,2,11
3,4,34
4,3,33
3,5,19
5,3,18
3,6,63
6,3,62
3,7,2
7,3,1
3,8,71
8,3,70
3,9,51
9,3,50
3,10,52
10,3,51
3,11,26
11,3,25
3,12,7
12,3,6
4,5,59
5,4,58
4,6,76
6,4,75
4,7,1
7,4,1
4,8,96
8,4,95
4,9,28
9,4,27
4,10,89
10,4,88
4,11,82
11,4,81
4,12,6
12,4,5
5,6,64
6,5,63
5,7,86
7,5,85
5,8,57
8,5,56
5,9,22
9,5,21
5,10,69
10,5,68
5,11,44
11,5,43
5,12,39
12,5,38
6,7,63
7,6,62
6,8,45
8,6,44
6,9,76
9,6,75
6,10,58
10,6,57
6,11,28
11,6,27
6,12,19
12,6,18
7,8,80
8,7,79
7,9,29
9,7,28
7,10,47
10,7,46
7,11,63
11,7,62
7,12,17
12,7,16
8,9,15
9,8,14
8,10,78
10,8,77
8,11,66
11,8,65
8,12,77
12,8,76
9,10,11
10,9,10
9,11,73
11,9,72
9,12,47
12,9,46
10,11,39
11,10,38
10,12,3
12,10,2
11,12,19
12,11,18
