Vertices Edges
11 108 directed
0,2,99
2,0,98
0,3,44
3,0,43
0,4,71
4,0,70
0,5,7
5,0,6
0,6,32
6,0,31
0,7,73
7,0,72
0,8,27
8,0,26
0,9,42
9,0,41
0,10,27
10,0,26
1,2,13
2,1,12
1,3,47
3,1,46
1,4,66
4,1,65
1,5,1
5,1,1
1,6,25
6,1,24
1,7,17
7,1,16
1,8,32
8,1,31
1,9,71
9,1,70
1,10,76
10,1,75
2,3,46
3,2,45
2,4,78
4,2,77
2,5,76
5,2,75
2,6,55
6,2,54
2,7,74
7,2,73
2,8,95
8,2,94
2,9,77
9,2,76
2,10,80
10,2,79
3,4,18
4,3,17
3,5,21
5,3,20
3,6,82
6,3,81
3,7,14
7,3,13
3,8,33
8,3,32
3,9,81
9,3,80
3,10,22
10,3,21
4,5,9
5,4,8
4,6,92
6,4,91
4,7,68
7,4,67
4,8,6
8,4,5
4,9,53
9,4,52
4,10,46
10,4,45
5,6,43
6,5,42
5,7,65
7,5,64
5,8,25
8,5,24
5,9,57
9,5,56
5,10,68
10,5,67
6,7,8
7,6,7
6,8,26
8,6,25
6,9,4
9,6,3
6,10,85
10,6,84
7,8,18
8,7,17
7,9,51
9,7,50
7,10,83
10,7,82
8,9,93
9,8,92
8,10,43
10,8,42
9,10,69
10,9,68
